ï»¿Category,Real Category,Business Name,Address,City,State,Postal Code,Country,Phone,Email,Website,Latitude,Longitude,Map Link,Details Link,Category
,mall,Kec. Tumpaan,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.240.458,124.614.157,https://maps.google.com/?cid=0x0:0xa0e1e47c9e0fd41f,,mall
,Kios,Kios Echa,"7JJV+R4F, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85756005611.0,,,1.282.051,1.246.428.108,https://maps.google.com/?cid=0x0:0x5db00e5052dec14c,,mall
,Pusat Perbelanjaan,Manado Town Square,"Jl. Piere Tendean, Kota Manado, Sulawesi Utara 95114",Kota Manado,SULAWESI UTARA,95114.0,Indonesia,,,,14.723.227,1.248.319.485,https://maps.google.com/?cid=0x0:0xea03227619d4f862,,mall
,Toko,PERMATASARI CELL,"7MQ3+RHW, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82291515927.0,,,12.896.098,1.246.539.588,https://maps.google.com/?cid=0x0:0x2e5ab9487c8eb27,,mall
,Kantor Perusahaan,KAWASAN HIMALAYA AMURANG,"6JH6+HPM, Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,8114800155.0,,,12.289.736,1.246.117.917,https://maps.google.com/?cid=0x0:0x77b97ee81ce56216,,mall
,Pasar,Pasar Rakyat Sapalalum,"7MFP+6GH, Pinapalangkow, Sulta, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82189629486.0,,,12.730.637,1.246.863.464,https://maps.google.com/?cid=0x0:0x28dfd7ae62d857d,,mall
,Toko,Shinshine10cp,"7PGW+P46, Tincep, jaga III, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.767.863,1.247.452.748,https://maps.google.com/?cid=0x0:0xedfcdfaa7e85f53b,,mall
,Pembangunan Perumahan,Bahu Mall,"FR6G+W4J, Bahu Mall, R.W., Jl. Wolter Monginsidi, Bahu, Malalayang, Manado City, North Sulawesi","Kota Manado, Sulawesi Utara",SULAWESI UTARA,,Indonesia,1500125.0,,,14.623.338,1.248.252.763,https://maps.google.com/?cid=0x0:0x75b15af9becce842,,mall
,Toko Pakaian,Patricia,"8M78+5HQ, Munte, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85242870100.0,,,13.129.632,1.246.664.954,https://maps.google.com/?cid=0x0:0x40930dffa1aca6a1,,mall
,Toko Swalayan,Indomaret Popontolen,"7JFH+95X, Popontolen, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.734.829,1.246.279.866,https://maps.google.com/?cid=0x0:0x65a3df578eae27ff,,mall
,Rumah Makan,"WARUNG DOUBLE_D""""","7JHR+R3Q, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.795.809,1.246.402.252,https://maps.google.com/?cid=0x0:0x955d6607b019541b,,mall
,Kios,Kios Revan,"7MV8+XCR, Jl. Trans Sulawesi, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.949.938,124.666.025,https://maps.google.com/?cid=0x0:0xdd6318601ddb3498,,mall
,Pusat Perbelanjaan,Raja Kodok Minahasa,"7PGW+7V5, Tincep, Kec. Sonder, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85241207409.0,,,12.756.483,1.247.472.279,https://maps.google.com/?cid=0x0:0x9350ac6ad2f5c3ba,,mall
,Pusat Perbelanjaan,GreyndyCell,"8P22+VVQ, Tangkunei, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.022.232,1.247.022.382,https://maps.google.com/?cid=0x0:0x45744a973a06187c,,mall
,Pusat Perbelanjaan,WARUNG KETAPANG LELEMA19,"7JPX+8CM, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.285.843,124.648.541,https://maps.google.com/?cid=0x0:0xd0f2f83d2320489,,mall
,Pusat Perbelanjaan,King OlShop,"7MMW+H9Q, Suluun Satu, Sulta, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81527772252.0,,,12.839.741,1.246.959.774,https://maps.google.com/?cid=0x0:0x7f207f927c6c6963,,mall
,Pusat Perbelanjaan,KLikaShop,"Rumoong Atas jaga.5 Kompleks perempatan Pokal, Rumoong Atas, Kec. Tareran, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85656328887.0,,,12.288.301,1.247.351.925,https://maps.google.com/?cid=0x0:0x7f7ed4f9387e9d6b,,mall
,Pusat Perbelanjaan,Kediaman Lesly Saroinsong - Mantur,"7MJW+3CG, Unnamed Road, Suluun Satu, Sulta, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85397014425.0,,,12.801.804,124.696.092,https://maps.google.com/?cid=0x0:0xe5f66ccfe67b3f8a,,mall
,Pusat Perbelanjaan,GWEN Cell,"9P4C+9GH, Lolah Tiga, Kec. Tombariri Timur, Kabupaten Minahasa, Sulawesi Utara","Kabupaten Minahasa, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,13.559.386,1.247.213.633,https://maps.google.com/?cid=0x0:0x3d3f835f5f6c5b72,,mall
,Toko Elektronik,CENTER Victory cell,"7JMV+5WF, Lelema, Kec. Tumpaan, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85757038880.0,,,12.829.262,1.246.447.935,https://maps.google.com/?cid=0x0:0x8f58fe49b2674011,,mall
,supermarket,Kec. Amurang,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.846.911,124.575.545,https://maps.google.com/?cid=0x0:0xc0ecc4637a3a0d02,,supermarket
,Minimarket,Sakura Mart,"Jl. Pasar No.15, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.834.614,1.245.718.686,https://maps.google.com/?cid=0x0:0x478febc656de2698,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,11.838.281,1.245.740.421,https://maps.google.com/?cid=0x0:0x5ca9bee395332a47,,supermarket
,Minimarket,alfamidi pondang,"6H3R+W78, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.047.964,1.245.907.181,https://maps.google.com/?cid=0x0:0x899a94f611ac6ecf,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,12.089.382,1.245.940.613,https://maps.google.com/?cid=0x0:0x73a6f7b1af84db5a,,supermarket
,Minimarket,Alfamart Kel. Bitung Amurang,"Jl. Trans Sulawesi, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95871","Bitung, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95871.0,Indonesia,1500959.0,,,11.927.777,1.245.831.571,https://maps.google.com/?cid=0x0:0xfd6f991577f512a9,,supermarket
,Minimarket,Alfamart Kawangkoan Bawah,"Jl. Trans Sulawesi No.Kel, Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara 95353","Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan",SULAWESI UTARA,95353.0,Indonesia,1500959.0,,,11.855.202,1.245.603.058,https://maps.google.com/?cid=0x0:0x9ebcee406237d0a3,,supermarket
,Pasar Grosir Sayur,Pasar Ikan Amurang,"5HMF+RFR, Jalan Pasar No.15, Ranoyapo, Amurang, Jalan, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.856.506,1.245.724.531,https://maps.google.com/?cid=0x0:0x85cba4ebc83764eb,,supermarket
,Toko,CV ERTIGA / TOKO JEMMY,"Jl. Pasar, Ranoyapo, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81341034535.0,,,11.840.435,1.245.707.624,https://maps.google.com/?cid=0x0:0xc73a285d86dfdf01,,supermarket
,Kios,Amplang Ang Dapur Ijo - Jual Amplang Ikan Tenggiri Manado,"Lingkungan 2, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95954","Bitung, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95954.0,Indonesia,82297163015.0,,,11.912.728,1.245.823.608,https://maps.google.com/?cid=0x0:0xa8b192b8400588cd,,supermarket
,Toko bahan makanan,Mekar Store,"Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81356291613.0,,,11.836.319,1.245.736.835,https://maps.google.com/?cid=0x0:0xe50c3522a245117d,,supermarket
,Minimarket,Indomaret Pasar Amurang,"5HMC+QRW, Area Pasar, Ranoyapo, Amurang, South Minahasa Regency, North Sulawesi","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.844.961,1.245.720.773,https://maps.google.com/?cid=0x0:0xe3c8546c5c36c860,,supermarket
,Toko bahan makanan,Toko DIFRAN,"5HPF+3CG, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85395629998.0,,,11.851.972,1.245.735.874,https://maps.google.com/?cid=0x0:0x55871aad101daf02,,supermarket
,Minimarket,Indomaret Uwuran,"5HMG+P44, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,1500580.0,,,11.842.609,1.245.753.327,https://maps.google.com/?cid=0x0:0x8e27efc3304dd124,,supermarket
,Minimarket,Alfamidi Uwuran,"5HMG+P2M, Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.843.268,1.245.750.402,https://maps.google.com/?cid=0x0:0x8089b10155b7bb26,,supermarket
,Kios,JUSTICE CELL,"5HXP+64V, Ranomea, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81394558756.0,,,11.981.121,1.245.852.922,https://maps.google.com/?cid=0x0:0x6b13d57dfb65f60f,,supermarket
,Pusat Perbelanjaan,DAngel Print,"5HPG+CQ9, Unnamed Road, Lewet, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81340376420.0,,,11.860.388,1.245.769.733,https://maps.google.com/?cid=0x0:0xeb5044901f1b1116,,supermarket
,Minimarket,Alfamart Lopana Satu,"Jl. Trans Sulawesi Satu, Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,1.216.743,1.246.021.334,https://maps.google.com/?cid=0x0:0x464e931c8c7db6ad,,supermarket
,Toko Swalayan,Alfamidi Kapitu,"5GQC+42J, Kapitu, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.878.855,1.245.200.484,https://maps.google.com/?cid=0x0:0xfdde1a351711d517,,supermarket
,Pasar,Pasar 54 Amurang,"Jl. Pasar kelurahan: Uwuran 1 No.54, kecamatan:, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81340598282.0,,,1.185.371,124.573,https://maps.google.com/?cid=0x0:0xaadb7146cd6cd6d7,,supermarket
,supermarket,Kec. Amurang Bar.,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.867.785,1.245.164.503,https://maps.google.com/?cid=0x0:0x96cf76748db66f92,,supermarket
,Minimarket,Sakura Mart,"Jl. Pasar No.15, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.834.614,1.245.718.686,https://maps.google.com/?cid=0x0:0x478febc656de2698,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,11.838.281,1.245.740.421,https://maps.google.com/?cid=0x0:0x5ca9bee395332a47,,supermarket
,Toko Swalayan,Alfamidi Kapitu,"5GQC+42J, Kapitu, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.878.855,1.245.200.484,https://maps.google.com/?cid=0x0:0xfdde1a351711d517,,supermarket
,Minimarket,Alfamart Buyungon Minsel,"Jl. Trans Sulawesi, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95954","Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95954.0,Indonesia,1500959.0,,,11.814.013,1.245.680.356,https://maps.google.com/?cid=0x0:0x593de89fa78a8d18,,supermarket
,Pasar Grosir Sayur,Pasar Ikan Amurang,"5HMF+RFR, Jalan Pasar No.15, Ranoyapo, Amurang, Jalan, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.856.506,1.245.724.531,https://maps.google.com/?cid=0x0:0x85cba4ebc83764eb,,supermarket
,Minimarket,INDOMARET KAPITU,"5GQ9+2X3, Jl. Trans Sulawesi, Kapitu, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.187.514,1.245.199.166,https://maps.google.com/?cid=0x0:0x1d57b68a78e1138f,,supermarket
,Minimarket,Alfamart Kel. Bitung Amurang,"Jl. Trans Sulawesi, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95871","Bitung, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95871.0,Indonesia,1500959.0,,,11.927.777,1.245.831.571,https://maps.google.com/?cid=0x0:0xfd6f991577f512a9,,supermarket
,Toko bahan makanan,Mekar Store,"Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81356291613.0,,,11.836.319,1.245.736.835,https://maps.google.com/?cid=0x0:0xe50c3522a245117d,,supermarket
,Toko,CV ERTIGA / TOKO JEMMY,"Jl. Pasar, Ranoyapo, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81341034535.0,,,11.840.435,1.245.707.624,https://maps.google.com/?cid=0x0:0xc73a285d86dfdf01,,supermarket
,Minimarket,Indomaret Pasar Amurang,"5HMC+QRW, Area Pasar, Ranoyapo, Amurang, South Minahasa Regency, North Sulawesi","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.844.961,1.245.720.773,https://maps.google.com/?cid=0x0:0xe3c8546c5c36c860,,supermarket
,Toko bahan makanan,Toko DIFRAN,"5HPF+3CG, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85395629998.0,,,11.851.972,1.245.735.874,https://maps.google.com/?cid=0x0:0x55871aad101daf02,,supermarket
,Minimarket,Alfamidi Uwuran,"5HMG+P2M, Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.843.268,1.245.750.402,https://maps.google.com/?cid=0x0:0x8089b10155b7bb26,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,12.089.382,1.245.940.613,https://maps.google.com/?cid=0x0:0x73a6f7b1af84db5a,,supermarket
,Minimarket,alfamidi pondang,"6H3R+W78, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.047.964,1.245.907.181,https://maps.google.com/?cid=0x0:0x899a94f611ac6ecf,,supermarket
,Kantor Perusahaan,PT. Cargill Indonesia,"5HR4+864, Jl. Trans Sulawesi, Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,43022688.0,,,11.907.747,1.245.555.715,https://maps.google.com/?cid=0x0:0x443d0390fec7c7d1,,supermarket
,Kios,Amplang Ang Dapur Ijo - Jual Amplang Ikan Tenggiri Manado,"Lingkungan 2, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95954","Bitung, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95954.0,Indonesia,82297163015.0,,,11.912.728,1.245.823.608,https://maps.google.com/?cid=0x0:0xa8b192b8400588cd,,supermarket
,Pusat Perbelanjaan,DAngel Print,"5HPG+CQ9, Unnamed Road, Lewet, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81340376420.0,,,11.860.388,1.245.769.733,https://maps.google.com/?cid=0x0:0xeb5044901f1b1116,,supermarket
,Pasar,Pasar 54 Amurang,"Jl. Pasar kelurahan: Uwuran 1 No.54, kecamatan:, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81340598282.0,,,1.185.371,124.573,https://maps.google.com/?cid=0x0:0xaadb7146cd6cd6d7,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi Jaga Iii, Kec, Kec. Amurang, Kabupaten Minahasa Selatan, Jawa Barat 95354","Kec, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95354.0,Indonesia,1500959.0,,,11.714.838,1.244.476.037,https://maps.google.com/?cid=0x0:0xd798b7038bf73378,,supermarket
,Toko Roti,HOLLAND BAKERY AMURANG,"Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95855","Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95855.0,Indonesia,81243331323.0,,,11.837.036,1.245.737.554,https://maps.google.com/?cid=0x0:0x70abf18a12965a75,,supermarket
,Toko bahan makanan,Sukses - Pusat Grosir,"Jl. Trans Sulawesi No.184, Rumoong Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.823.508,124.569.437,https://maps.google.com/?cid=0x0:0x39d97a1849adc8c2,,supermarket
,Toko grosir,UD RICHI JUAL SEMBAKO GROSIR/ECER,"5GQC+895, Kapitu, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.882.574,1.245.209.765,https://maps.google.com/?cid=0x0:0xbd16dc1a9ceb8a65,,supermarket
,Pusat Perbelanjaan,Warung Anugerah,"5HJJ+2RV, Jl. Amurang-Ratahan, Uwuran Dua, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,82187292945.0,,,11.801.128,12.458.206,https://maps.google.com/?cid=0x0:0xb46fe5316206d075,,supermarket
,Toko bahan makanan,Toko Bintang 3,"Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,81340467519.0,,,11.840.987,1.245.726.037,https://maps.google.com/?cid=0x0:0x5a80ab6427b1ac2c,,supermarket
,Toko,Warong Tator,"Jl. Trans Sulawesi No.184, Rumoong Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara 95354","Rumoong Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan",SULAWESI UTARA,95354.0,Indonesia,85394959998.0,,,11.825.638,1.245.614.632,https://maps.google.com/?cid=0x0:0xe7ed11b12de6e149,,supermarket
,Minimarket,Kios jajanan,"Jl. Trans Sulawesi, Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85248417312.0,,,11.930.919,1.245.534.961,https://maps.google.com/?cid=0x0:0xb0de8e76e4d7b1d3,,supermarket
,Toko bahan makanan,Kios astuti,"5GXX+VHQ, Kawangkoan Bawah, Kec. Amurang Bar., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,1.199.712,1.245.489.875,https://maps.google.com/?cid=0x0:0x7f99d530856730bf,,supermarket
,Kios,Toko Minahasa,"Jl. Trans Sulawesi, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,85256422990.0,,,11.825.815,1.245.715.635,https://maps.google.com/?cid=0x0:0xb32054edb40d1b57,,supermarket
,supermarket,Kec. Amurang Tim.,"Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.982.239,1.245.867.155,https://maps.google.com/?cid=0x0:0xb4cfe2dd829f0d3b,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,12.089.382,1.245.940.613,https://maps.google.com/?cid=0x0:0x73a6f7b1af84db5a,,supermarket
,Minimarket,Sakura Mart,"Jl. Pasar No.15, Buyungon, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,11.834.614,1.245.718.686,https://maps.google.com/?cid=0x0:0x478febc656de2698,,supermarket
,Minimarket,Indomaret Raya Pondang Selatan,"6H2Q+C35, Pondang, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,1500580.0,,,12.010.221,1.245.877.267,https://maps.google.com/?cid=0x0:0x36881f2405d11e09,,supermarket
,Minimarket,Alfamart Lopana Satu,"Jl. Trans Sulawesi Satu, Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Lopana, Kec. Amurang Tim., Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,1.216.743,1.246.021.334,https://maps.google.com/?cid=0x0:0x464e931c8c7db6ad,,supermarket
,Minimarket,Alfamart Kel. Bitung Amurang,"Jl. Trans Sulawesi, Bitung, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95871","Bitung, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95871.0,Indonesia,1500959.0,,,11.927.777,1.245.831.571,https://maps.google.com/?cid=0x0:0xfd6f991577f512a9,,supermarket
,Minimarket,Alfamart,"Jl. Trans Sulawesi, Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan, Sulawesi Utara 95693","Uwuran Satu, Kec. Amurang, Kabupaten Minahasa Selatan",SULAWESI UTARA,95693.0,Indonesia,1500959.0,,,11.838.281,1.245.740.421,https://maps.google.com/?cid=0x0:0x5ca9bee395332a47,,supermarket
,Toko Kelontong Asia,Toko Nova Novi,"6H5V+42P, Jl. Trans Sulawesi, Ranomea, Kec. Amurang Tim., Kabupaten Minahasa Selatan, Sulawesi Utara","Kabupaten Minahasa Selatan, Sulawesi Utara",SULAWESI UTARA,,Indonesia,,,,12.078.373,1.245.925.714,https://maps.google.com/?cid=0x0:0x86d4cff06ddda4a5,,supermarket
