Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Latitude;Longitude;Map Link;;
toko bangunan;Toko Bahan Bangunan;BINTANG JAYA;Jl. Ir. Juanda No.198, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;2712932293;;;-75.707.021;1.108.451.624;https://maps.google.com/?cid=0x0:0xd4c2fa60f161b8d
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Pojokan;CRHR+GQQ, Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;83136492485;;;-75.711.631;1.108.419.978;https://maps.google.com/?cid=0x0:0x966493516abb0fdf
toko bangunan;Toko Bahan Bangunan;Toko Besi Pasar Gede Solo;Jl. Suryopranoto No.27, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271633192;;;-75.685.553;1.108.309.787;https://maps.google.com/?cid=0x0:0x5a1f40d2939fe8f0
toko bangunan;Toko Bahan Bangunan;Toko Besi Ramayana;Jl. Ir. Juanda No.48, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Purwodiningratan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271654571;;;-75.672.096;1.108.353.309;https://maps.google.com/?cid=0x0:0x3ae0df5c59ebb43c
toko bangunan;Toko Bahan Bangunan;TB BUNYAN “Toko Besi  Bangunan”;Jl. Sumpah Pemuda, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;82261874015;;;-75.427.676;110.836.261;https://maps.google.com/?cid=0x0:0x1aaf0bdc5cfe73c8
toko bangunan;Toko;Toko Bangunan Sumber Berkat (TB. Sumber Berkat);Jl. Surya I No.26a, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;85351207772;;;-75.539.802;110.854.497;https://maps.google.com/?cid=0x0:0xd0b0f4bb5e8ac419
toko bangunan;Toko Bahan Bangunan;Toko Besi dan Cat Ledoksari;Jl. Jend. Urip Sumoharjo No.207, Tegalharjo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Tegalharjo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271635120;;;-75.614.576;110.836.175;https://maps.google.com/?cid=0x0:0xdb9f30be4e7072dd
toko bangunan;Toko Bahan Bangunan;TB. Karunia;Jl. Gatot Subroto No.210, Kratonan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57153;Kratonan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57153;Indonesia;271662200;;;-75.789.065;1.108.187.143;https://maps.google.com/?cid=0x0:0x48971418a12a305e
toko bangunan;Pemasok Bahan Bangunan;Bintang Terang;Jl. Sutan Syahrir No.35, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652797;;;-75.659.846;1.108.316.509;https://maps.google.com/?cid=0x0:0x3dcdd71d5d953e28
toko bangunan;Toko Bahan Bangunan;TB Hasil Jadi;Jl. Brigjend Katamso No.71, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271853856;;;-75.529.728;1.108.396.689;https://maps.google.com/?cid=0x0:0xbfae97ebe2e0ab9a
toko bangunan;toko bangunan;Jawa Tengah 57121;Kec. Jebres, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;;;;-75.694.706;1.108.336.852;https://maps.google.com/?cid=0x0:0x1c00c5eb5b53ca10
toko bangunan;Toko Bahan Bangunan;TB Rio Jaya;FR5V+253, Jl. Brigjend Katamso, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127;Jl. Brigjend Katamso, Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57127;Indonesia;271854212;;;-75.424.841;1.108.429.256;https://maps.google.com/?cid=0x0:0xcef6ee879e28d7e7
toko bangunan;Toko Bahan Bangunan;Toko Besi Mulya Jaya;Jl. Arifin No.91 D, Kepatihan Kulon, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Kulon, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;817422981;;;-75.622.004;1.108.310.555;https://maps.google.com/?cid=0x0:0x32cba951d9a4c02a
toko bangunan;Toko;TB. Nusa Indah;Jl. Yos Sudarso No.346, Serengan, Kec. Serengan, Kota Surakarta, Jawa Tengah 57155;Serengan, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57155;Indonesia;271641079;;;-7.586.557;110.818.755;https://maps.google.com/?cid=0x0:0x86f5a2793a86c449
toko bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;;/url?q>>u003dhttp://www.tbpanorama.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwjf_q2dzuGLAxVf2TgGHYxFNWYQ61gIFigS>>u0026usg>>u003dAOvVaw0jquGoFbAGcJdJi_NRkAgP;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1
toko bangunan;Pasar bahan bangunan;Rojo Express Pasar Gede;20B - 22, Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;89678679954;;/url?q>>u003dhttps://rojohousesolution.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwini9idzuGLAxX0UWwGHaQnH7cQ61gIFigS>>u0026usg>>u003dAOvVaw07tzvtw1eJQPuSCj0bQlbv;-75.675.272;1.108.313.801;https://maps.google.com/?cid=0x0:0x1c6f40a1cd3c1d68
toko bangunan;Toko Bahan Bangunan;Tb. Makmur;Jl. Tentara Pelajar No.87, Tegal, Kuniran, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Tegal, Kuniran, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271636797;;;-75.550.897;1.108.470.287;https://maps.google.com/?cid=0x0:0x744dc7a3c30b0fb6
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Jati Baru;Jl. Baturan Raya, Baturan, Kec. Colomadu, Kota Surakarta, Jawa Tengah 57171;Baturan, Kec. Colomadu, Kota Surakarta;JAWA TENGAH;57171;Indonesia;;;;-7.542.865;110.785.645;https://maps.google.com/?cid=0x0:0xe0b9c22d657b0ead
toko bangunan;Toko Bahan Bangunan;Toko Bahan Bangunan;CR8G+H2G, Jl. Veteran, Danukusuman, Kec. Serengan, Kota Surakarta, Jawa Tengah 57156;Jl. Veteran, Danukusuman, Kec. Serengan, Kota Surakarta;JAWA TENGAH;57156;Indonesia;;;;-75.835.558;1.108.250.905;https://maps.google.com/?cid=0x0:0xb4ea5d7859d16831
toko bangunan;Toko Bahan Bangunan;TB. Kartika;Jl. Veteran No.105, Danukusuman, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Danukusuman, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271654161;;;-75.835.475;1.108.251.516;https://maps.google.com/?cid=0x0:0x9dd98c9e1a79408a
toko bangunan;Pasar bahan bangunan;Rojo House Solution;Jl. Kepatihan No.6B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;81218862978;;/url?q>>u003dhttps://rojohousesolution.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwjkxoKwzuGLAxWyXmwGHZAfOPsQ61gIFigS>>u0026usg>>u003dAOvVaw1DydTQY3kEsQ3B8i-qpWSD;-75.653.199;1.108.324.209;https://maps.google.com/?cid=0x0:0x99a89dbed42fc95f
toko bangunan;Toko Bahan Bangunan;Tb. Rajawali;Jl. RE. Martadinata No.206, Gandekan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121;Gandekan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57121;Indonesia;2717060166;;;-75.704.656;1.108.379.947;https://maps.google.com/?cid=0x0:0x23c97234f8583f9c
toko bangunan;Toko;Toko Cahaya;Jl. Suryopranoto No.37, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271636757;;;-75.681.927;1.108.310.156;https://maps.google.com/?cid=0x0:0x486cf04a3a7e848d
toko bangunan;Toko Bahan Bangunan;TB. Wiji;Jl. Kartika, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271635645;;;-75.519.279;11.086.347;https://maps.google.com/?cid=0x0:0xe1fbf2fa87eda4fb
toko bangunan;Toko Bahan Bangunan;Toko Sadar;Jl. Suryopranoto No.38, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271654069;;;-75.667.887;1.108.314.333;https://maps.google.com/?cid=0x0:0x2aebd53358cb7993
toko bangunan;Toko Bahan Bangunan;Toko Cat Rukun Jaya;Jl. RE. Martadinata Kampung No.265, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57123;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57123;Indonesia;82137663318;;;-75.711.336;1.108.417.014;https://maps.google.com/?cid=0x0:0x240823027114091b
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Pojokan;CRHR+GQQ, Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;83136492485;;;-75.711.631;1.108.419.978;https://maps.google.com/?cid=0x0:0x966493516abb0fdf
toko bangunan;Toko;TB. Pantes;Jl. Suryopranoto No.63, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271653694;;;-75.670.862;110.831.181;https://maps.google.com/?cid=0x0:0x347ceb648c8d2e33
toko bangunan;Toko Bahan Bangunan;TB Hasil Jadi;Jl. Brigjend Katamso No.71, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271853856;;;-75.529.728;1.108.396.689;https://maps.google.com/?cid=0x0:0xbfae97ebe2e0ab9a
toko bangunan;Toko;Toko Bangunan Sumber Berkat (TB. Sumber Berkat);Jl. Surya I No.26a, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;85351207772;;;-75.539.802;110.854.497;https://maps.google.com/?cid=0x0:0xd0b0f4bb5e8ac419
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;;;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f
toko bangunan;Toko Bahan Bangunan;Toko Bangunan LRJ Sorogenen;Pesan Antar, Jl. Kali Sindang Jl. Sorogenen, RT.03/RW.02, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57162;Jl. Kali Sindang Jl. Sorogenen, RT.03/RW.02, Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57162;Indonesia;271630433;;;-7.566.383;1.108.391.262;https://maps.google.com/?cid=0x0:0xf0050cc2b54e0980
toko bangunan;Pemasok Bahan Bangunan;Bintang Terang;Jl. Sutan Syahrir No.35, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271652797;;;-75.659.846;1.108.316.509;https://maps.google.com/?cid=0x0:0x3dcdd71d5d953e28
toko bangunan;Gudang;Toko Rojo House Solution;Jl. Suryopranoto No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271631585;;;-75.675.272;1.108.313.801;https://maps.google.com/?cid=0x0:0xe10d0eac9eb8724a
toko bangunan;Toko Bahan Bangunan;Toko Besi  Bahan Bangunan Wibowo;Jalan Kartika RT03/RW20, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;81393071333;;;-75.496.058;1.108.668.624;https://maps.google.com/?cid=0x0:0xae9e786b958189f7
toko bangunan;Toko Bahan Bangunan;TB. Pojok;Jl. Suryo No.117, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271669351;;;-7.565.499;110.843.236;https://maps.google.com/?cid=0x0:0xd2d65473cde8d9b5
toko bangunan;Toko Bahan Bangunan;Toko Besi Pasar Gede Solo;Jl. Suryopranoto No.27, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271633192;;;-75.685.553;1.108.309.787;https://maps.google.com/?cid=0x0:0x5a1f40d2939fe8f0
toko bangunan;Toko Bahan Bangunan;Toko Warung Pelem;Jl. Ir. Juanda No.23, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121;Purwodiningratan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57121;Indonesia;271654568;;;-7.566.628;110.834.277;https://maps.google.com/?cid=0x0:0xaa36e8c858a2aa03
toko bangunan;Toko Tembikar;Astina;Jl. Suryopranoto No.42, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;85643232330;;;-75.666.201;1.108.315.431;https://maps.google.com/?cid=0x0:0xceaac3528ec8ba45
toko bangunan;toko bangunan;Jawa Tengah 57122;Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;;;;-75.711.293;1.108.389.006;https://maps.google.com/?cid=0x0:0x1c00c5eb5b53ca20
toko bangunan;Pasar bahan bangunan;Rojo Express Pasar Gede;20B - 22, Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Suryopranoto Jl. Timur Ps. Gede No.20B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;89678679954;;/url?q>>u003dhttps://rojohousesolution.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwi8poi1zuGLAxU6XWwGHYPrDhEQ61gIFigS>>u0026usg>>u003dAOvVaw26z01AcRnoct6DBg27g91H;-75.675.272;1.108.313.801;https://maps.google.com/?cid=0x0:0x1c6f40a1cd3c1d68
toko bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;;/url?q>>u003dhttp://www.tbpanorama.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwj7v721zuGLAxVd3DgGHYsuHtUQ61gIFigS>>u0026usg>>u003dAOvVaw3UE27IcRBnS5ZTkdkJoqZK;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Estella;Jl. Ir. Juanda No.244, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;81904542626;;;-75.698.114;1.108.505.992;https://maps.google.com/?cid=0x0:0xc59e680ceb33f0f
toko bangunan;Toko Bahan Bangunan;BINTANG JAYA;Jl. Ir. Juanda No.198, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;2712932293;;;-75.707.021;1.108.451.624;https://maps.google.com/?cid=0x0:0xd4c2fa60f161b8d
toko bangunan;Toko Bahan Bangunan;Tb. Radin Barat;Jl. Ir. Sutami No.18, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271641778;;;-755.947;110.848.374;https://maps.google.com/?cid=0x0:0x8bd0e54146b6408d
toko bangunan;Pasar bahan bangunan;Rojo House Solution;Jl. Kepatihan No.6B, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;81218862978;;/url?q>>u003dhttps://rojohousesolution.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwi5pcPHzuGLAxW22DgGHauyDf8Q61gIFigS>>u0026usg>>u003dAOvVaw3DyKC-c9-4uEdEq-3pu4jE;-75.653.199;1.108.324.209;https://maps.google.com/?cid=0x0:0x99a89dbed42fc95f
toko bangunan;Toko Bahan Bangunan;Surya Buana. CV;JL Ir Sutami, No. 82-B, Pucangsawit, Jebres, 57125, Jebres, Solo, Kota Surakarta, Jawa Tengah 57731;Pucangsawit, Jebres,;JAWA TENGAH;57125;Indonesia;271638325;;;-75.611.289;1.108.494.476;https://maps.google.com/?cid=0x0:0xfff572390a71f95a
toko bangunan;Toko Bahan Bangunan;TB. Radin Putra;Jl. Ir. Sutami No.59, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;271669318;;;-75.636.654;1.108.528.706;https://maps.google.com/?cid=0x0:0x1ac479556dca18a2
toko bangunan;Toko Bahan Bangunan;TB. Wiji;Jl. Kartika, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271635645;;;-75.519.279;11.086.347;https://maps.google.com/?cid=0x0:0xe1fbf2fa87eda4fb
toko bangunan;Toko Bahan Bangunan;TB. Radin Timur;Jl. Ir. Sutami No.59B, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;271641692;;;-75.625.781;1.108.499.657;https://maps.google.com/?cid=0x0:0x3a45bbc7bd70f185
toko bangunan;Toko Bahan Bangunan;Toko Bangunan Pojokan;CRHR+GQQ, Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Jl. Gotong Royong, Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;83136492485;;;-75.711.631;1.108.419.978;https://maps.google.com/?cid=0x0:0x966493516abb0fdf
toko bangunan;Toko Bahan Bangunan;TB. Pojok;Jl. Suryo No.117, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57128;Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57128;Indonesia;271669351;;;-7.565.499;110.843.236;https://maps.google.com/?cid=0x0:0xd2d65473cde8d9b5
toko bangunan;Toko Bahan Bangunan;Toko Cat Rukun Jaya;Jl. RE. Martadinata Kampung No.265, Sewu, Kec. Jebres, Kota Surakarta, Jawa Tengah 57123;Sewu, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57123;Indonesia;82137663318;;;-75.711.336;1.108.417.014;https://maps.google.com/?cid=0x0:0x240823027114091b
toko bangunan;Toko Bahan Bangunan;TB Rio Jaya;FR5V+253, Jl. Brigjend Katamso, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127;Jl. Brigjend Katamso, Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57127;Indonesia;271854212;;;-75.424.841;1.108.429.256;https://maps.google.com/?cid=0x0:0xcef6ee879e28d7e7
toko bangunan;Toko Bahan Bangunan;Toko Warung Pelem;Jl. Ir. Juanda No.23, Purwodiningratan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57121;Purwodiningratan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57121;Indonesia;271654568;;;-7.566.628;110.834.277;https://maps.google.com/?cid=0x0:0xaa36e8c858a2aa03
toko bangunan;Toko Bahan Bangunan;Panoramart Mojosongo;Jl. Brigjend Katamso No.123, Mojosongo, Kec. Jebres, Kota Surakarta, Jawa Tengah 57127;Mojosongo, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57127;Indonesia;82325412166;;/url?q>>u003dhttps://tbpanorama.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwjbofnJzuGLAxXgxjgGHY3hIkEQ61gIFigS>>u0026usg>>u003dAOvVaw1D8PuDp2WYE-BUL6Ssf1Tl;-75.483.668;110.840.841;https://maps.google.com/?cid=0x0:0x3dd9c0ed0367101a
toko bangunan;Pengolah besi;Jaindo Metal Industries PT;Jl. Ir. Juanda No.305, Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57125;Indonesia;271646345;;;-75.680.621;1.108.575.976;https://maps.google.com/?cid=0x0:0xac65def18031c282
toko bangunan;Toko Bahan Bangunan;Toko Besi  Bahan Bangunan Wibowo;Jalan Kartika RT03/RW20, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;81393071333;;;-75.496.058;1.108.668.624;https://maps.google.com/?cid=0x0:0xae9e786b958189f7
toko bangunan;Toko;Toko Cahaya;Jl. Suryopranoto No.37, Kepatihan Wetan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57129;Kepatihan Wetan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57129;Indonesia;271636757;;;-75.681.927;1.108.310.156;https://maps.google.com/?cid=0x0:0x486cf04a3a7e848d
toko bangunan;Toko Bahan Bangunan;Tb. Makmur;Jl. Tentara Pelajar No.87, Tegal, Kuniran, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Tegal, Kuniran, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271636797;;;-75.550.897;1.108.470.287;https://maps.google.com/?cid=0x0:0x744dc7a3c30b0fb6
toko bangunan;toko bangunan;Jawa Tengah 57125;Pucangsawit, Kec. Jebres, Kota Surakarta, Jawa Tengah;Kota Surakarta, Jawa Tengah;JAWA TENGAH;;Indonesia;;;;-75.678.312;1.108.538.018;https://maps.google.com/?cid=0x0:0x1c00c5eb5b53ca50
toko bangunan;Toko Bahan Bangunan;Toko Bangunan dan listrik KARYA TELADAN;Jl. Guruh No.38, Ngasinan, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Ngasinan, Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;;;;-75.606.744;1.108.509.444;https://maps.google.com/?cid=0x0:0x378efdc4ff05967a
toko bangunan;Toko Bahan Bangunan;UD Wahyu;Jl. Ki Hajar Dewantara No.16, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271641422;;;-7.556.946;110.850.791;https://maps.google.com/?cid=0x0:0xa57e4da729245a97
toko bangunan;Toko Bahan Bangunan;Toko Bangunan LRJ Sorogenen;Pesan Antar, Jl. Kali Sindang Jl. Sorogenen, RT.03/RW.02, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57162;Jl. Kali Sindang Jl. Sorogenen, RT.03/RW.02, Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57162;Indonesia;271630433;;;-7.566.383;1.108.391.262;https://maps.google.com/?cid=0x0:0xf0050cc2b54e0980
toko bangunan;Toko Bahan Bangunan;TB. PANORAMA SOLO;Jl. Veteran No.100, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57156;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57156;Indonesia;271652345;;/url?q>>u003dhttp://www.tbpanorama.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwj0xa3MzuGLAxV2TWcHHch6BJ4Q61gIFigS>>u0026usg>>u003dAOvVaw27kEK_xpNeRpVAWk4pB1wj;-75.825;1.108.225;https://maps.google.com/?cid=0x0:0x58640de750d919e1
toko bangunan;Toko Bahan Bangunan;Rojo Express Veteran;Jl. Veteran No.108, Gajahan, Kec. Ps. Kliwon, Kota Surakarta, Jawa Tengah 57155;Gajahan, Kec. Ps. Kliwon, Kota Surakarta;JAWA TENGAH;57155;Indonesia;89524415354;;/url?q>>u003dhttps://rojohousesolution.com/>>u0026opi>>u003d79508299>>u0026sa>>u003dU>>u0026ved>>u003d0ahUKEwjW_c_MzuGLAxX8UGcHHQGJLDUQ61gIFigS>>u0026usg>>u003dAOvVaw1dxB6-8aG5H0gJ3Wuci1qZ;-75.823.865;1.108.222.765;https://maps.google.com/?cid=0x0:0xd6dae82bed022419
toko bangunan;Toko Bahan Bangunan;LRJ Material Pasir Tukiman;CRPW+268, Jagalan, Kec. Jebres, Kota Surakarta, Jawa Tengah 57162;Jagalan, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57162;Indonesia;271665020;;;-75.649.555;1.108.455.696;https://maps.google.com/?cid=0x0:0xf37b9b0bc90d0981
toko bangunan;Toko Bahan Bangunan;TB. Wiji;Jl. Kartika, Jebres, Kec. Jebres, Kota Surakarta, Jawa Tengah 57126;Jebres, Kec. Jebres, Kota Surakarta;JAWA TENGAH;57126;Indonesia;271635645;;;-75.519.279;11.086.347;https://maps.google.com/?cid=0x0:0xe1fbf2fa87eda4fb
