Category;Real Category;Business Name;Address;City;State;Postal Code;Country;Phone;Email;Website;Latitude;Longitude;Map Link;Details Link;;
cafe;Kedai Kopi;Djournal Coffee Pasaraya Blok M;"Jl. Iskandarsyah II No.I Ground Floor, RT.3/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12160";"RT.3/RW.1, Melawai, Kec. Kby. Baru, Kota Jakarta Selatan";PAPUA;12160;Indonesia;02129306936;;;-6.243.835;106.802.871;https://maps.google.com/?cid=0x0:0x4294631e2fbb11d7;;;
cafe;Kafe;WARJUY;"Jl. Kp. Teureup No.rt05/02, Suka Harja, Kec. Sindang Jaya, Kabupaten Tangerang, Banten 15560";"Suka Harja, Kec. Sindang Jaya, Kabupaten Tangerang";PAPUA;15560;Indonesia;085693405189;;;-61.869.624;1.065.269.381;https://maps.google.com/?cid=0x0:0xbabc354defc43d06;;;
cafe;Kedai Kopi;Djournal Coffee Plaza Blok M;"Blok M Plaza ground floor, Jl. Bulungan Blok BE/63, RT.6/RW.6, Kramat Pela, Kebayoran Baru, South Jakarta City, Jakarta 12130";"Jl. Bulungan Blok BE/63, RT.6/RW.6, Kramat Pela, Kebayoran Baru, South Jakarta City";PAPUA;12130;Indonesia;;;;-6.243.836;1.067.973.959;https://maps.google.com/?cid=0x0:0xd5d16e811f5a7f87;;;
cafe;Restoran;Ya-Barru;"Tanggulun Bar., Kec. Kalijati, Kabupaten Subang, Jawa Barat";"Kabupaten Subang, Jawa Barat";PAPUA;;Indonesia;;;;-65.496.301;1.076.480.974;https://maps.google.com/?cid=0x0:0xdc27ab06589db96c;;;
cafe;cafe;Kec. Uwapa;"Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-34.934.897;1.356.011.219;https://maps.google.com/?cid=0x0:0xf3ac50aafb6ae879;;;
cafe;Kedai Kopi;Eden Cafe and Resto;"JGC6+FC5, Jl. A Gobay, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. A Gobay, Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081261647390;;;-33.788.633;1.355.111.031;https://maps.google.com/?cid=0x0:0x116ed17fdf1f5209;;;
cafe;Toko Roti Grosir;BreadTake Bakery  Bete Cafe;"JGR3+FCP, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081247477704;;;-33.587.936;1.355.035.916;https://maps.google.com/?cid=0x0:0x408c27d90630af3c;;;
cafe;Kedai Kopi;Caffe Baku Dapat;"Dekat, Jl. Ahmad Yani, Karang Tumaritis, Distrik Nabire, Papua 98811";"Jl. Ahmad Yani, Karang Tumaritis, Distrik Nabire";PAPUA;98811;Indonesia;081213147475;;;-33.748.243;1.355.048.333;https://maps.google.com/?cid=0x0:0x9acbdff84a0f6633;;;
cafe;cafe;DUASISI CAFE;"Jl. Frans Kaisepo, Nabarua, Nabire Papua Tengah, Tengah, Kabupaten Nabire, Papua 98817";"Nabarua, Nabire Papua Tengah, Tengah, Kabupaten Nabire";PAPUA;98817;Indonesia;082324014942;;;-33.482.323;1.355.123.239;https://maps.google.com/?cid=0x0:0x4cc5309c3494bd68;;;
cafe;Sarapan;Bengkel Kopi SP;"HF52+72J, Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.417.887;1.354.500.274;https://maps.google.com/?cid=0x0:0xc0da8117ff840177;;;
cafe;Kafe;Kafein73;"Jalan Surojo Tanojo No.33, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;081332554266;;;-3.367.565;1.355.124.908;https://maps.google.com/?cid=0x0:0x55feff2e62087516;;;
cafe;Kafe;Cafe Tentang Kopi (EDC/QRIS BRI);"MG3C+55H, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.470.776;1.355.204.914;https://maps.google.com/?cid=0x0:0xdcc5634c93c95185;;;
cafe;Kafe;Morning Order Cafe;"Jl. Medan Dalam, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;082124994443;;;-33.704.742;135.508.298;https://maps.google.com/?cid=0x0:0xb2c4f9f923368a8c;;;
cafe;Kafe;Corner 27 Nabire;"Jl. Jakarta, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;085343113888;;;-33.611.737;1.355.078.524;https://maps.google.com/?cid=0x0:0x5ab24c11d28704a;;;
cafe;Kedai Kopi;"Lapak Watiyauwo - Nabire, Papua Tengah";"Jl. Trikora, Morgo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Morgo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.616.223;135.493.398;https://maps.google.com/?cid=0x0:0xb5e0627d924440a8;;;
cafe;cafe;Cafe Chocolate;"JGH5+Q74, Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Merdeka, Karang Mulia, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.706.037;1.355.081.886;https://maps.google.com/?cid=0x0:0xb40d45a1ba5b1072;;;
cafe;Toko;Resto dan caffe noken;"HF52+GVM, Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.411.739;1.354.521.675;https://maps.google.com/?cid=0x0:0xb773d10d507ef2c;;;
cafe;Kafe;Warunk Zipur (Cafe  Mart);"MG7P+4X, Siriwini, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;085254679650;;;-33.372.481;1.355.377.122;https://maps.google.com/?cid=0x0:0xe658d06bc57d90c3;;;
cafe;Kedai Kopi;KEDAI SEBLAK CAFE GARASI;"Jl. Ilaga, Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Girimulyo, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081333531421;;;-33.813.552;135.508.224;https://maps.google.com/?cid=0x0:0xb468a723d3fc0b27;;;
cafe;Kedai Kopi;H-MART CAFE  RESTO;"JGC6+VPP, Jl. Ampera, Kali Harapan, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Ampera, Kali Harapan, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.777.968;1.355.118.217;https://maps.google.com/?cid=0x0:0xe6be691a967134b4;;;
cafe;Restoran;Sidji Coffee  Eatery;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;081313771112;;;-33.592.007;135.502.942;https://maps.google.com/?cid=0x0:0x33094953933124b4;;;
cafe;Kafe;Cafe Aiman 88;"JGR3+PVM, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.581.155;1.355.045.574;https://maps.google.com/?cid=0x0:0x56283c99b487797f;;;
cafe;Restoran;Janji Koe;"Girimulyo, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;081332330303;;;-33.789.333;1.355.109.474;https://maps.google.com/?cid=0x0:0xb9ffc6ced4eabab6;;;
cafe;Kedai Kopi;Cafe Wamanari;"JGP3+P7X, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.631.621;1.355.032.527;https://maps.google.com/?cid=0x0:0x670887e94cb2b080;;;
cafe;Stan Kopi;.;"Jl. Poros Wadio, Bumi Wonorejo, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.970.022;1.354.819.268;https://maps.google.com/?cid=0x0:0xf4b79a61d631f00a;;;
cafe;Toko kopi;Warung Kopi Bupono;"JL Bintaro Permai Raya no 5 Pesangrahan, Bintaro, Jakarta, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330";"Bintaro, Jakarta, Kota Jakarta Selatan";PAPUA;12330;Indonesia;081215048016;;;-625.774;1.067.658.418;https://maps.google.com/?cid=0x0:0x7bbb2afba5d65c43;;;
cafe;Rumah Makan;RACER CAFE;"JFQX+WR5, Jl. Yos Sudarso, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Yos Sudarso, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.602.285;135.499.596;https://maps.google.com/?cid=0x0:0x2248cbc0d16a92c2;;;
cafe;Kedai Kopi;NEKOHI;"Jl. Genteng Ijo No.7 6, RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940";"RT.6/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan";PAPUA;12940;Indonesia;081818862687;;;-62.200.802;1.068.276.615;https://maps.google.com/?cid=0x0:0x6b2973406d3e2e58;;;
cafe;Kafe;Kafe Lapan Puluh;"12, Jl. Pangeran Antasari No.80, RT.12/RW.13, West Cilandak, Cilandak, South Jakarta City, Jakarta 12430";"Jl. Pangeran Antasari No.80, RT.12/RW.13, West Cilandak, Cilandak, South Jakarta City";PAPUA;12430;Indonesia;;;;-62.846.212;1.068.074.022;https://maps.google.com/?cid=0x0:0x7c05c0c53cb61c75;;;
cafe;Ayam;Salty Salty;"Rukan beach boulevard Blok B No 58 Golf Island, Pantai Indah Kapuk, Jakarta, DKI Jakarta 14460";"Pantai Indah Kapuk, Jakarta";PAPUA;14460;Indonesia;087777256698;;;-6.092.275;1.067.407.109;https://maps.google.com/?cid=0x0:0xc8da0dbf6fcc5d4c;;;
cafe;Nasi;SUARASA KEDAI;"JGW5+53X, Jl. R.E. Martadinata, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.545.049;135.507.729;https://maps.google.com/?cid=0x0:0xd0c1a0f9b1ffd98;;;
cafe;Kedai Kopi;Mokopi Metland Puri;"Jl. Puri Utama, RT.004/RW.008, Petir, Kec. Cipondoh, Kota Tangerang, Banten 15147";"RT.004/RW.008, Petir, Kec. Cipondoh, Kota Tangerang";PAPUA;15147;Indonesia;08558971337;;;-61.941.805;1.067.094.262;https://maps.google.com/?cid=0x0:0xd5453c406efa679a;;;
cafe;Kafe;Papayo Ice Cream  Coffee House;"JGG2+8R9, Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Jend. Sudirman, Karang Tumaritis, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;082134903903;;;-3.374.202;1.355.021.214;https://maps.google.com/?cid=0x0:0x25d7a7c6fe9fa47f;;;
cafe;cafe;Kec. Wanggar;"Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-34.160.182;1.353.455.509;https://maps.google.com/?cid=0x0:0xcc45b966eafe7ae3;;;
cafe;Indonesia;Juragan;"H9G2+QR7, Wanggar Sari, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Wanggar Sari, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.226.597;1.353.521.271;https://maps.google.com/?cid=0x0:0x981cb9deba251846;;;
cafe;Brunch;WR.AWANG;"G8XM+76C, Wiraska, Kec. Wanggar, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;082248484686;;;-34.521.571;13.533.301;https://maps.google.com/?cid=0x0:0xee34564568e48874;;;
cafe;Kedai Kopi;Para-Para Coffie Kang Sesil;"Jln. Salera, Bumi Mulia, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Bumi Mulia, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;085362273211;;;-34.512.105;1.354.166.996;https://maps.google.com/?cid=0x0:0x66ec1dab96e26e99;;;
cafe;Kafe;Dellin;"H8JW+GGP, Wanggar Sari, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Wanggar Sari, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-3.418.664;1.353.463.269;https://maps.google.com/?cid=0x0:0x9aaa7397fbaffd34;;;
cafe;Restoran;Bakso Mas Yono;"H85M+3CG, Jl. Poros, Wiraska, Kec. Wanggar, Kabupaten Nabire, Papua tengah 98856";"Jl. Poros, Wiraska, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.423.222;1.353.335.937;https://maps.google.com/?cid=0x0:0xc318d1db9776c5b6;;;
cafe;Nasi;Kedai sheza;"H85M+8FF, Wiraska, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Wiraska, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;082248088842;;;-34.416.936;1.353.336.605;https://maps.google.com/?cid=0x0:0xfb65540a3e7e859f;;;
cafe;Kedai Kopi;Getz Cafe  Eatery;"Jl. Merdeka No.16I, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.601.669;1.355.007.178;https://maps.google.com/?cid=0x0:0x29566c506613090b;;;
cafe;Restoran;Zanita warung;"HCJ4+HXG, Bumi Mulia, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Bumi Mulia, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.185.724;1.354.074.519;https://maps.google.com/?cid=0x0:0x2e46a42c3b8bbc89;;;
cafe;Restoran;Sidji Coffee  Eatery;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;081313771112;;;-33.592.007;135.502.942;https://maps.google.com/?cid=0x0:0x33094953933124b4;;;
cafe;Minimarket;Es Kelapa;"HC65+H6J, Bumi Mulia, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Bumi Mulia, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.384.551;1.354.080.864;https://maps.google.com/?cid=0x0:0x3d7eb555710d18fe;;;
cafe;Jawa;Warung mak su;"SP 2 Jalur 1 Blok B, Kali Semen, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Kali Semen, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-3.436.903;1.354.492.197;https://maps.google.com/?cid=0x0:0xf34b25cdd17bd621;;;
cafe;Dapur Umum;Dapoer Bakira;"Jalan Poros SP B, Wanggar Sari, Kec. Wanggar, Kabupaten Nabire, Papua 99118";"Wanggar Sari, Kec. Wanggar, Kabupaten Nabire";PAPUA;99118;Indonesia;082239065464;;;-34.227.132;1.353.471.161;https://maps.google.com/?cid=0x0:0x588de6a893369868;;;
cafe;Kedai Kopi;H  L Coffee Shop;"JGR3+9CF, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98811";"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98811;Indonesia;;;;-33.590.567;1.355.035.596;https://maps.google.com/?cid=0x0:0x8a3a415c56930f6c;;;
cafe;Indonesia;Warung Makan Lesehan;"HC5W+GVP, Kali Semen, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Kali Semen, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.411.566;135.447.197;https://maps.google.com/?cid=0x0:0x62e66e527f12cd8c;;;
cafe;Kedai Kopi;Kedai NBX;"HCG7+FFX, KMP, Bumi Mulia, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"KMP, Bumi Mulia, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;082229140505;;;-34.237.737;1.354.137.498;https://maps.google.com/?cid=0x0:0x836098aa76881e19;;;
cafe;Bakso;Bakso Pak Tinong;"HC6W+CF7, Kali Semen, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"Kali Semen, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;082198572605;;;-3.438.975;1.354.461.812;https://maps.google.com/?cid=0x0:0xc1d0c41e90f3f1dd;;;
cafe;Sate;kedai sate surabaya;"HC4X+X4R, pasar SP, RW.1, Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire, Papua 98856";"pasar SP, RW.1, Bumi Raya, Distrik Nabire Barat, Kabupaten Nabire";PAPUA;98856;Indonesia;082139166669;;;-34.425.026;1.354.477.521;https://maps.google.com/?cid=0x0:0xd0b198344af10485;;;
cafe;Mesin Sangrai Kopi;Alenia Papua Coffee  Kitchen;"Jl. Kemang Raya No.66 B 8, RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730";"RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan";PAPUA;12730;Indonesia;02171790141;;;-62.638.119;1.068.158.777;https://maps.google.com/?cid=0x0:0xe49807fcfab68b48;;;
cafe;cafe;Es teler kedai AS;"HC4W+QHH, Jl. Poros, Wiraska, Kec. Wanggar, Kabupaten Nabire, Papua 98856";"Jl. Poros, Wiraska, Kec. Wanggar, Kabupaten Nabire";PAPUA;98856;Indonesia;;;;-34.430.749;1.354.464.825;https://maps.google.com/?cid=0x0:0x10c77345050f36f;;;
cafe;Kafe;Cafe Aiman 88;"JGR3+PVM, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.581.155;1.355.045.574;https://maps.google.com/?cid=0x0:0x56283c99b487797f;;;
cafe;Bar Karaoke;Cafe Star;"JFJP+H3Q, Kalibobo, Distrik Nabire, Kabupaten Nabire, Papua 98818";"Kalibobo, Distrik Nabire, Kabupaten Nabire";PAPUA;98818;Indonesia;082213595603;;;-33.685.414;1.354.852.321;https://maps.google.com/?cid=0x0:0x774ec963247e6005;;;
cafe;Kafe;Cafe Tentang Kopi (EDC/QRIS BRI);"MG3C+55H, Nabarua, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Nabarua, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;;;;-33.470.776;1.355.204.914;https://maps.google.com/?cid=0x0:0xdcc5634c93c95185;;;
cafe;Kafe;Morning Order Cafe;"Jl. Medan Dalam, Karang Mulia, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;082124994443;;;-33.704.742;135.508.298;https://maps.google.com/?cid=0x0:0xb2c4f9f923368a8c;;;
cafe;Kedai Kopi;Enauto Coffee Papua;"Jl. Sudirman, Bukit Meriam, Samping Jl. PDAM No.70F, Karang Mulia, Nabire Regency, Papua 98815";"Bukit Meriam, Samping Jl. PDAM No.70F, Karang Mulia, Nabire Regency";PAPUA;98815;Indonesia;082187015600;;;-33.732.958;1.355.020.802;https://maps.google.com/?cid=0x0:0x9e65249c3b29dc0e;;;
cafe;Pujasera;Z21 Cafe  hall;"JGV4+G72, Jl. Yos Sudarso, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua 98816";"Jl. Yos Sudarso, Oyehe, Distrik Nabire, Kabupaten Nabire";PAPUA;98816;Indonesia;082188338821;;;-33.563.162;1.355.055.692;https://maps.google.com/?cid=0x0:0x400e0e1fd14e5e03;;;
cafe;cafe;Papua 98763;"Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;;;;-37.991.853;1.363.049.196;https://maps.google.com/?cid=0x0:0x8e322f542c113cfe;;;
cafe;Produsen;SEMERU GROUP (wifi);"Unnamed Road, Awabutu, Paniai Tim., Kabupaten Paniai, Papua 98726";"Awabutu, Paniai Tim., Kabupaten Paniai";PAPUA;98726;Indonesia;085235399517;;;-3.928.367;1.363.785.859;https://maps.google.com/?cid=0x0:0x64a880d0958b0284;;;
cafe;Restoran;Sidji Coffee  Eatery;"Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;081313771112;;;-33.592.007;135.502.942;https://maps.google.com/?cid=0x0:0x33094953933124b4;;;
cafe;Warnet;Cafe SEROJA ONE -SO-;"QH9V+9W4, Tlk., Samabusa, Distrik Tlk. Kimi, Kabupaten Nabire, Papua 98818";"Tlk., Samabusa, Distrik Tlk. Kimi, Kabupaten Nabire";PAPUA;98818;Indonesia;08124844051;;;-32.316.219;1.355.948.259;https://maps.google.com/?cid=0x0:0x2b8dda7602463498;;;
cafe;Mesin Sangrai Kopi;Alenia Papua Coffee  Kitchen;"Jl. Kemang Raya No.66 B 8, RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730";"RT.8/RW.2, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan";PAPUA;12730;Indonesia;02171790141;;;-62.638.119;1.068.158.777;https://maps.google.com/?cid=0x0:0xe49807fcfab68b48;;;
cafe;Sarapan;Koya Coffe;"39CH+68P, Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;081270421195;;;-39.294.125;1.363.783.403;https://maps.google.com/?cid=0x0:0x88c352bf7637bbd;;;
cafe;cafe;DUASISI CAFE;"Jl. Frans Kaisepo, Nabarua, Nabire Papua Tengah, Tengah, Kabupaten Nabire, Papua 98817";"Nabarua, Nabire Papua Tengah, Tengah, Kabupaten Nabire";PAPUA;98817;Indonesia;082324014942;;;-33.482.323;1.355.123.239;https://maps.google.com/?cid=0x0:0x4cc5309c3494bd68;;;
cafe;Kedai Kopi;Binsyo Coffee;"Jl Raya Kotaraja No.93, Wai Mhorock, Kec. Abepura, Kota Jayapura, Papua 99351";"Wai Mhorock, Kec. Abepura, Kota Jayapura";PAPUA;99351;Indonesia;085251667890;;;-26.054.242;1.406.718.344;https://maps.google.com/?cid=0x0:0x4ce0f038ffa9d59e;;;
cafe;Brunch;Wr zhaskya 99;"Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;081343456417;;;-39.294.063;1.363.783.399;https://maps.google.com/?cid=0x0:0xf81dd6fa6375c5a1;;;
cafe;Pembangunan Perumahan;Desa waidide;"6966+WXW, Panibagata, Kebo, Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;081215746823;;;-37.876.441;1.363.624.686;https://maps.google.com/?cid=0x0:0xf0e4aa086e296a73;;;
cafe;Toko;Kios iche;"Kogekotu, Paniai Tim., Kabupaten Paniai, Papua 98711";"Paniai Tim., Kabupaten Paniai";PAPUA;98711;Indonesia;;;;-39.248.571;1.363.808.195;https://maps.google.com/?cid=0x0:0xc16b032b51c1ea7a;;;
cafe;Ayam;WR.TENDA BIRU AREMA;"Enarotali, Paniai Tim., Kabupaten Paniai, Papua";"Kabupaten Paniai, Papua";PAPUA;;Indonesia;082139627626;;;-39.272.697;1.363.812.397;https://maps.google.com/?cid=0x0:0xec5f109161c92462;;;
cafe;Warnet;Camar Net Station;"399J+77P, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98726";"Enarotali, Paniai Tim., Kabupaten Paniai";PAPUA;98726;Indonesia;;;;-39.317.853;1.363.807.098;https://maps.google.com/?cid=0x0:0x5af405ce0b9df892;;;
cafe;Komplek perumahan;WARNET_ENAGO;"399H+WMV, kompas lama, Jl.poros enaro, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98726";"kompas lama, Jl.poros enaro, Enarotali, Paniai Tim., Kabupaten Paniai";PAPUA;98726;Indonesia;085146202624;;;-39.301.453;1.363.791.832;https://maps.google.com/?cid=0x0:0x7b2d7a8853a9c2eb;;;
cafe;Brunch;Warung Lamongan Indah;"39CH+4GP, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98700";"Enarotali, Paniai Tim., Kabupaten Paniai";PAPUA;98700;Indonesia;081344008878;;;-39.296.724;136.378.833;https://maps.google.com/?cid=0x0:0x154bc4eb517fc431;;;
cafe;Kedai Kopi;Zagena Cafe;"3C4H+FQX, Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";PAPUA;98781;Indonesia;;;;-39.438.886;1.364.296.684;https://maps.google.com/?cid=0x0:0xfb18ee9bb02c050d;;;
cafe;Brunch;KEDAI ANUGERAH;"komplek konter hp, Jl frans kaisepo, Enarotali, Paniai Tim., Kabupaten Paniai, Papua 98711";"Jl frans kaisepo, Enarotali, Paniai Tim., Kabupaten Paniai";PAPUA;98711;Indonesia;082376765103;;;-39.281.379;1.363.764.293;https://maps.google.com/?cid=0x0:0x9bba2e6dd7841f88;;;
cafe;Kedai Kopi;Serua Jaya Coffee;"Jl. Aria Putra, Serua Indah, Kec. Ciputat, Kota Tangerang Selatan, Banten";"Kota Tangerang Selatan, Banten";PAPUA;;Indonesia;085210738306;;;-63.131.777;1.067.278.292;https://maps.google.com/?cid=0x0:0xbb05162532255805;;;
cafe;Warnet;Warnet Makobar Madi;"2CWH+76R, Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";PAPUA;98781;Indonesia;082238145255;;;-39.542.715;1.364.280.208;https://maps.google.com/?cid=0x0:0xc511976dcf0183da;;;
cafe;Ayam;Warung Makan Embun Hermon;"3C2J+X23, Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai, Papua 98781";"Jl. Raya Madi, Umbutu / Uyubutu / Uwibutu, Paniai Tim., Kabupaten Paniai";PAPUA;98781;Indonesia;081341529899;;;-39.476.149;1.364.300.432;https://maps.google.com/?cid=0x0:0x125fb7828c04b5aa;;;
cafe;Kafe;Cafe Aiman 88;"JGR3+PVM, Jl. Dr. Sam Ratulangi, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.581.155;1.355.045.574;https://maps.google.com/?cid=0x0:0x56283c99b487797f;;;
cafe;Nasi;SUARASA KEDAI;"JGW5+53X, Jl. R.E. Martadinata, Oyehe, Distrik Nabire, Kabupaten Nabire, Papua";"Kabupaten Nabire, Papua";PAPUA;;Indonesia;;;;-33.545.049;135.507.729;https://maps.google.com/?cid=0x0:0xd0c1a0f9b1ffd98;;;
